customer_id,count,country,state,city,zip_code,lat_long,latitude,longitude,tenure_months,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,payment_method,monthly_charges,total_charges,churn_value,churn_score,cltv,churn_reason,id,population,gender_bin,senior_citizen_bin,partner_bin,dependents_bin,phone_service_bin,paperless_billing_bin,churn_label_bin
4322-rcymt,1,united states,california,palomar mountain,92060,"33.309852, -116.823091",33.309852,-116.823091,68,yes,dsl,no,yes,yes,yes,no,yes,one year,bank transfer (automatic),75.8,5293.95,1,81,4903,service dissatisfaction,337,234,1,0,1,0,1,1,1
6680-nenyn,1,united states,california,pauma valley,92061,"33.313828, -116.940501",33.313828,-116.940501,43,yes,fiber optic,no,yes,yes,no,yes,yes,two year,electronic check,104.6,4759.85,1,91,5250,lack of self-service on website,338,2615,0,0,0,0,1,1,1
1343-ehpyb,1,united states,california,ranchita,92066,"33.215251, -116.53633",33.215251,-116.53633,63,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,electronic check,103.4,6603,1,98,4352,network reliability,341,339,1,0,1,0,1,1,1
2034-gdrcn,1,united states,california,valley center,92082,"33.25283, -116.986079",33.25283,-116.986079,2,no,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,90.4,168.2,1,76,4157,don't know,348,14575,0,0,0,0,1,1,1
0219-ytzue,1,united states,california,san diego,92103,"32.747484, -117.166877",32.747484,-117.166877,4,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,bank transfer (automatic),84.8,371.9,1,73,4939,don't know,355,30202,1,0,1,0,1,1,1
0623-iihug,1,united states,california,san diego,92104,"32.741499, -117.127409",32.741499,-117.127409,21,no phone service,dsl,yes,no,no,no,yes,no,month-to-month,electronic check,41.9,840.1,1,97,4778,don't know,356,47689,0,1,0,0,0,1,1
4572-dvcgn,1,united states,california,san diego,92105,"32.741859, -117.090353",32.741859,-117.090353,10,no,fiber optic,no,no,no,no,no,yes,month-to-month,bank transfer (automatic),80.25,846,1,85,3598,poor expertise of online support,357,73006,0,0,0,0,1,1,1
9057-mswco,1,united states,california,san diego,92108,"32.774046, -117.142454",32.774046,-117.142454,27,no phone service,dsl,yes,no,no,no,no,no,month-to-month,credit card (automatic),30.75,805.1,1,91,2927,poor expertise of phone support,360,11650,1,1,1,0,0,0,1
1010-diauq,1,united states,california,san diego,92116,"32.765299, -117.122565",32.765299,-117.122565,5,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,bank transfer (automatic),96.5,492.55,1,98,5383,price too high,367,33083,1,0,0,0,1,0,1
0259-gbzsh,1,united states,california,san diego,92122,"32.85723, -117.209774",32.85723,-117.209774,2,yes,fiber optic,no,no,no,no,yes,no,month-to-month,electronic check,85.65,181.5,1,73,3878,product dissatisfaction,373,34902,1,0,0,0,1,1,1
9601-brxpo,1,united states,california,san diego,92129,"32.961064, -117.134917",32.961064,-117.134917,25,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,bank transfer (automatic),104.95,2566.5,1,66,3642,service dissatisfaction,379,47224,0,0,1,0,1,1,1
6905-niqin,1,united states,california,san diego,92154,"32.578103, -117.012975",32.578103,-117.012975,1,no,dsl,no,yes,no,no,no,no,month-to-month,mailed check,50.65,50.65,1,76,2431,don't know,383,68776,1,0,0,0,1,0,1
5167-zffmm,1,united states,california,indio,92201,"33.713891, -116.237257",33.713891,-116.237257,1,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,credit card (automatic),90.85,90.85,1,81,3424,network reliability,385,56307,1,0,0,0,1,1,1
4895-tmwir,1,united states,california,indian wells,92210,"33.537646, -116.291089",33.537646,-116.291089,11,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.95,214.75,1,80,5888,limited range of services,387,3873,1,1,1,0,1,0,1
0533-bnwkf,1,united states,california,palm desert,92211,"33.762759, -116.324817",33.762759,-116.324817,55,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,electronic check,85.45,4874.7,1,100,5502,lack of affordable download/upload speed,388,19702,0,1,1,0,1,1,1
6599-cebnn,1,united states,california,desert hot springs,92240,"33.948558, -116.516976",33.948558,-116.516976,34,no,fiber optic,no,yes,no,no,no,no,month-to-month,credit card (automatic),73.95,2524.45,1,94,5795,long distance charges,399,22796,0,0,0,0,1,1,1
0979-phulv,1,united states,california,holtville,92250,"32.811001, -115.152865",32.811001,-115.152865,69,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,credit card (automatic),99.45,7007.6,1,80,4020,extra data charges,404,8062,1,0,1,0,1,1,1
4800-vhzki,1,united states,california,niland,92257,"33.345825, -115.596574",33.345825,-115.596574,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.9,19.9,1,92,3351,price too high,410,2753,0,0,0,0,1,1,1
7989-chgtl,1,united states,california,north palm springs,92258,"33.906496, -116.569499",33.906496,-116.569499,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.6,19.6,1,95,3448,product dissatisfaction,411,732,1,0,0,0,1,1,1
0334-gddso,1,united states,california,ocotillo,92259,"32.698964, -115.886656",32.698964,-115.886656,3,yes,fiber optic,no,yes,no,no,no,no,month-to-month,electronic check,81.35,233.7,1,73,2818,service dissatisfaction,412,471,1,1,0,0,1,1,1
0578-skvmf,1,united states,california,seeley,92273,"32.790282, -115.689559",32.790282,-115.689559,22,no,fiber optic,no,yes,no,no,no,yes,month-to-month,electronic check,83.3,1845.9,1,88,3804,lack of self-service on website,420,1632,0,0,1,0,1,0,1
5564-nemqo,1,united states,california,thermal,92274,"33.53604, -116.119222",33.53604,-116.119222,1,no,fiber optic,no,no,yes,no,no,no,month-to-month,bank transfer (automatic),75.3,75.3,1,67,4902,network reliability,421,17018,0,1,0,0,1,1,1
9063-zgtuy,1,united states,california,adelanto,92301,"34.667815, -117.536183",34.667815,-117.536183,61,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.4,1182.55,1,82,4221,don't know,432,18980,0,0,1,0,1,1,1
2957-lolho,1,united states,california,apple valley,92307,"34.55082, -117.122396",34.55082,-117.122396,12,no,dsl,no,no,no,no,no,no,month-to-month,bank transfer (automatic),45.4,518.9,1,68,2887,don't know,435,31876,1,0,0,0,1,1,1
